ingredient_name,link,functions,rating,discription,rating_score
CALCIUM ALUMINUM BOROSILICATE,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/calcium-aluminum-borosilicate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",goodie,"A mineral-derived thickening agent consisting of calcium, aluminum, and silicates of the mineral boron. Its safety has been evaluated and was considered safe as used in cosmetics. This dry, inert ingredient is often used in powders and does not penetrate skin. Reference for this information: International Journal of Toxicology, September-October 2013 Supplement, pages 65S-72S",2
CALCIUM ASCORBATE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/calcium-ascorbate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",superstar,"Form of vitamin C; other forms include ascorbic acid, L-ascorbic acid, ascorbyl palmitate, and magnesium ascorbyl phosphate. Calcium ascorbate, often referred to as Ester-C, is considered a stable form of vitamin C and an antioxidant.
References for this information:
Medical Science Monitor, October 2007, issue 10, pages 205–210
Journal of Cosmetic Science, November–December 2006, issue 6, pages 465–473",3
CALCIUM CARBONATE,https://www.paulaschoice.com/ingredient-dictionary/absorbent/calcium-carbonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],goodie,Chalk; used as an absorbent in cosmetics.,2
CALCIUM D-PANTETHEINE-S-SULFONATE,https://www.paulaschoice.com/ingredient-dictionary/vitamins/calcium-d-pantetheine-s-sulfonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Vitamins'],goodie,,2
CALCIUM GLUCONATE,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/calcium-gluconate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Soothing'],goodie,"Calcium is an essential mineral for the body. A small amount of research shows calcium gluconate may be a good skin-soothing and restorative agent when applied topically.
References for this information:
Annals of Emergency Medicine, July 1994, issue 1, pages 9–13",2
CALCIUM PANTOTHENATE,https://www.paulaschoice.com/ingredient-dictionary/vitamins/calcium-pantothenate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Vitamins'],goodie,Also known as pantothenic acid.,2
CALCIUM PCA,https://www.paulaschoice.com/ingredient-dictionary/hydration/calcium-pca.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Skin-Replenishing']",superstar,"Calcium PCA is the calcium salt of PCA (pyrrolidone carboxylic acid), which is a key component of skin’s natural moisturizing factor, or NMF. The NMF plays a role in keeping skin’s barrier healthy and intact. Calcium plays a critical role in skin, influencing how new cells are formed and how they move from the lower layer (dermis) to the surface (epidermis). Within skin’s layers, calcium serves to orchestrate many aspects of maintenance and repair. Topically, calcium PCA helps replenish skin’s barrier and works as a humectant to draw and hold moisture in skin’s uppermost layers. References for this information: Annals of Dermatology, June 2018, pages 265-275 Experimental Gerontology, August 2015, pages 59-65 European Journal of Dermatology, November-December 2014, pages 650-661 Yonsei Medical Journal, June 2006, pages 293-306",3
CALENDULA EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/calendula-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",goodie,"Extract derived from the plant commonly known as pot marigold or Calendula officinalis, there is little research showing that it has any effect on skin, though it may have skin-soothing and antioxidant properties. If you have ragweed (or similar plant) sensitivities, topical application of calendula is not recommended.",2
CALENDULA OFFICINALIS FLOWER EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/calendula-officinalis-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,,2
CALLUNA VULGARIS FLOWER EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/calluna-vulgaris-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",superstar,"Also known as heather extract, this plant has skin-soothing properties. Heather is considered a medicinal plant in certain parts of Europe, and has been studied in the field of ethno pharmacology.
References for this information:
Collegium Antropologicum, September 2007, issue 3, pages 869–890",3
CALOPHYLLUM INOPHYLLUM SEED OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/calophyllum-inophyllum-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],goodie,,2
CAMELLIA JAPONICA FLOWER EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/camellia-japonica.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Camellia japonica flower extract is also known as Tsubaki, Japanese camellia, common camellia. Native to Korea, China, and Japan, research has shown this plant has impressive antioxidant, anti-pollution, and soothing abilities. Specific to anti-pollution, testing on human skin samples revealed that topical application of the flower extract protects fibroblasts (cells in skin that make collagen) from oxidative damage that heavy metal airborne pollutants trigger. It also intercepts collagen-degrading enzymes before they lead to visible signs of aging such as wrinkles and orange peel-like skin texture. At the same time, this plant extract addresses loss of collagen that can visibly impact pore size. Along with offering antioxidant and pollution-neutralizing benefits on its own, topical application of Camellia japonica flower also boosts the presence of several antioxidant enzymes that naturally occur in skin, such as superoxide dismutase, catalase and glutathione peroxidase. This helps skin better defend itself against external aggressors that detract from a healthy appearance. This plant is also a rich source of the oil-soluble antioxidant gallic acid that defends skin against visible signs of UVB damage while also interrupting excess melanin production. References for this information: BMC Complementary and Alternative Medicine, January 2019, ePublication Cosmetics, February 2018, ePublication International Journal of Molecular Sciences, April 2011, pages 2,618-2,630",3
CAMELLIA OLEIFERA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/camellia-oleifera.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,,3
CAMELLIA SINENSIS,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/camellia-sinensis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,,3
CAMPHOR,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/camphor.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],icky,"Aromatic substance obtained from the wood of a tree common to Southeast Asia, Cinnamomum camphora or manufactured synthetically. When applied to the skin, camphor produces a cooling effect, which can cause skin sensitivity with repeated use. Inhaling camphor at concentrations of 2 ppm (parts per million) or more may cause sensitivity of the mucous membranes. Camphor can also cause skin and eye sensitivity on contact.
References for this information:
British Journal of Dermatology, November 2000, issue 5, pages 923-929",0
CANANGA EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cananga-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,"Fragrance used in cosmetics; it can be a skin sensitizer, much like ylang ylang.",0
CANANGA ODORATA,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cananga-odorata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,,0
CANDELILLA/JOJOBA/RICE BRAN POLYGLYCERYL-3 ESTERS,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/candelilla%2Fjojoba%2Frice-bran-polyglyceryl-3-esters.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],superstar,"A natural mixture of polyglycerin-3, candelilla wax, jojoba seed wax, and rice bran wax that functions as a stabilizer and emulsifier in cosmetics. It is chemically known as a transester because the ingredient contains three different components that are chemically combined to create a new ingredient.

Reference for this information: 
http://online.personalcarecouncil.org/ctfa-static/online/lists/cir-pdfs/FR717.pdf",3
CANDELILLA WAX,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/candelilla-wax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients', 'Texture Enhancer']",goodie,Extract derived from candelilla plants; used as a thickening agent and emollient to give products such as lipsticks or stick foundations their form.,2
CANNABIDIOL,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/cannabidiol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Skin-Soothing']",superstar,"One of the components of the Cannabis sativa and Cannabis indica plants. Although listed on a cosmetic product by the approved name of cannabidiol, this ingredient is commonly referred to as CBD. Cannabidiol is one of numerous cannabinoids found primarily in the Cannabis species of plants. It occurs naturally in the flowering tops of the hemp plant (Cannabis sativa) but not in hemp seeds. Products that contain hemp seed oil that tout it as the source of cannabidiol most likely do not contain this substance (especially if you don’t see it listed among the product’s ingredients); however, it is possible to grow CBD-enriched hemp, where meaningful amounts of the cannabidiol is found in multiple parts of the plant. Confusing? Absolutely, which is why it’s important to only purchase CBD skin care from a trusted brand. Cannabidiol has been shown to offer numerous benefits related to calming skin. Skin has specific receptor sites for cannabinoids (referred to as its endocannabinoid system). It seems CBD can “talk” to these receptor sites on skin, sending unique signals to stop firing the wrong messages, which in turn leads to healthier, better-looking skin. This benefit makes cannabidiol an intriguing ingredient for interrupting the progression of damage within skin’s uppermost layers that can lead to visible problems; however, more research needs to be done to gain a greater understanding of how CBD works on skin. Research has also shown, though isn’t entirely clear on how this works, that CBD seems to visibly reduce oily skin. It’s also a very good antioxidant, on par with vitamins C and E. A quick note on the other compound in Cannabis that’s often mentioned, and that’s THC (tetrahydrocannabinol). This is the cannabinoid in marijuana (Cannabis indica) that has psychoactive effects (gets you high). The cannabidiol in skin care products must be THC-free, which means it contains 0.3% or less of this chemical, an amount lawmakers have deemed safe and unable to produce any sort of “high.” Last, the legal status of CBD in skin care (meaning for topical use only, not ingestion) appears to be on solid footing for now, but it’s a changing landscape that is being examined with an aim on clarifying its usage for consumers. References for this information: Biochemical Pharmacology, November 2018, pages 122-133 Dermatology Online Journal, June 2018, pages 1-17 Journal of Investigate Dermatology, May 2018, page S173 Dermatoendocrinology, January 2018, ePublication Cannabis and Cannabinoid Reserarch, June 2017, ePublication Journal of the American Academy of Dermatology, April 2017, pages 188-190",3
CANNABIS SATIVA OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cannabis-sativa-l.-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",superstar,,3
