Ingredient_name,Link,Rating,Rating_score,Irritancy,Comedogenicity,Functions,Quick_facts,Details
Theobroma Cacao Seed Butter,https://incidecoder.com/ingredients/theobroma-cacao-seed-butter,goodie,2,0,4,{'emollient': '/ingredient-functions/emollient'},,"['Theobroma means ""food of the gods"" in Greek though probably ""treat of the people"" would be more spot on. The cacao fruits and especially the seeds in it need no introduction as everyone knows them as the magical raw material of the magical sweet treat,\xa0chocolate\xa0(the flavour is composed of more than 1200(!) substances, and the exact chemical nature of it is not really understood, so it\'s indeed magic. :)).', ""As for skincare, cocoa butter counts as a rich emollient that can moisturize and nourish even the driest skin (think chapped hands or lips). It's solid at room temperature and melts nicely when you smear it on. It's loaded with good-for-the-skin things: it contains fatty acids, mainly oleic (35%), stearic (34%), and palmitic (25%) and it also has antioxidant vitamin E and polyphenols."", 'An ex-vivo (made on human skin but not on real people) study examined the cocoa polyphenols and found that 0.5-0.75% of them\xa0improved skin tone and elasticity and had a similarly positive impact on GAGs (important natural moisturizing factors in the skin) and collagen synthesis than a commercial high-end moisturizer (it was an Estee Lauder one).', 'All in all, cocoa butter is a goodie, especially for very dry skin.']"
Thioctic Acid,https://incidecoder.com/ingredients/thioctic-acid,goodie,2,,,{'antioxidant': '/ingredient-functions/antioxidant'},,"[""Alpha-Lipoic Acid (ALA) is a great antioxidant that's also part of the body's natural antioxidant system. It's soluble both in water-rich\xa0and lipid-rich environments\xa0so it's versatile and can interact with many types\xa0of evil oxidants as well as other nice antioxidants."", ""ALA seems to be a great choice for topical use as studies show it can penetrate the skin rapidly where it's converted to DHLA (dihydrolipoic acid), an even more potent antioxidant molecule. \xa0A nicely designed (we mean double-blind, placebo-controlled) 12-week study from 2003 confirmed that 5% ALA cream can decrease\xa0skin roughness and improve general signs of\xa0photoaging statistically significantly. \xa0A slight catch, though, is that\xa0burning and warmth in the skin was quite a common side effect, especially in the first 4 weeks."", 'All in all, ALA is definitely a research-proven, great antioxidant but if your skin is sensitive higher concentrations might not be for you.']"
Threonine,https://incidecoder.com/ingredients/threonine,goodie,2,,,{'skin-identical ingredient': '/ingredient-functions/skin-identical-ingredient'},,"[""An\xa0essential amino acid that's also a key building block of collagen and elastin. When taken orally, it\xa0helps the digestive and intestinal tracts function more smoothly and also helps the absorption of nutrients. As for skincare, it is not clear what it does other than being a skin hydrator.""]"
Thyme Oil,https://incidecoder.com/ingredients/thymus-vulgaris-flower-leaf-oil,icky,0,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial'}",,"['Thyme oil is an essential oil with some pros and cons to it. On the up side, it has potent\xa0antioxidant and antibacterial properties but on the downside, it has fragrant components that might irritate skin.']"
Thymulen 4,https://incidecoder.com/ingredients/acetyl-tetrapeptide-2,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,['A four amino acid peptide that is claimed to mimic the youth hormone called\xa0thymopoietin. It works by compensating the loss of thymic factors that come with age\xa0and is thought to\xa0stimulate\xa0the skin immune defenses and to help\xa0the skin regenerate.']
Thymus Vulgaris  Flower/ Leaf Oil,https://incidecoder.com/ingredients/thymus-vulgaris-flower-leaf-oil,icky,0,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial'}",,"['Thyme oil is an essential oil with some pros and cons to it. On the up side, it has potent\xa0antioxidant and antibacterial properties but on the downside, it has fragrant components that might irritate skin.']"
Tin Oxide,https://incidecoder.com/ingredients/tin-oxide,No rating,-1,,,"{'colorant': '/ingredient-functions/colorant', 'abrasive/scrub': '/ingredient-functions/abrasive-scrub', 'viscosity controlling': '/ingredient-functions/viscosity-controlling'}",,"['Far from the tin cans you find in the supermarket, Tin Oxide is mostly used when dealing with so-called effect pigments, tricky composite pigments that can do color travel (change color depending on the viewing\xa0angle) or give multiple color effect.', ""It's often found alongside Mica (as a base material) and Titanium Dioxide (as a coating) to give a glossy, pearlescent effect. Together, they make up a trademarked technology\xa0called RonaFlair\xa0Blanace from the German manufacturer Merck. According to their info, this combination can balance out undesirable tones in the skin, making it a popular choice for brightening products and highlighters."", 'Other than that, CosIng (the official EU INCI database) lists its uses as\xa0being a bulking agent (to increase the volume of products), as well as a physical exfoliant or an opacifying agent, but being part of composite effect pigments is a much more common use case.']"
Tinogard TT,https://incidecoder.com/ingredients/pentaerythrityl-tetra-di-t-butyl-hydroxyhydrocinnamate,No rating,-1,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'preservative': '/ingredient-functions/preservative'}",,"['Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate is an antioxidant molecule used in small amounts (less than 0.8%) to help products stay nice longer. More specifically, it is great at preventing discoloration or other types of oxidative degradation. It is a trendy alternative to often bad-mouthed synthetic antioxidant and stabilizer,\xa0BHT.']"
Tinosorb A2B,https://incidecoder.com/ingredients/tris-biphenyl-triazine,goodie,2,,,{'sunscreen': '/ingredient-functions/sunscreen'},,"[""The newest addition to the Tinosorb sunscreen family, a new generation of sunscreen filters that are not available in the US, only in other parts of the world. This one is so new, that\xa0it's EU only at the moment (as of 2016)."", ""The unique property of\xa0Tris-Biphenyl Triazine is that it's the most efficient UVB and UVA2 filter known today. UVA2 (320-340 nm) is a spot that most filters miss, so this guy can help to bridge this\xa0common gap and make sunscreen formulas really cover the whole UV spectrum. It's also highly photostable and has high SPF performance at low concentrations. Though it does not provide protection in the UVA1 (340-400 nm) range, it does have a boosting effect there."", 'Similar to Trinosorb M, it is a hybrid agent (between chemical and physical sunscreens) and comes in the form of organic micro fine particles.']"
Tinosorb M,https://incidecoder.com/ingredients/methylene-bis-benzotriazolyl-tetramethylbutylphenol,goodie,2,,,{'sunscreen': '/ingredient-functions/sunscreen'},,"['The long name covers a nice sunscreen agent\xa0and quite a special one at that: It\'s a ""hybrid"" sunscreen meaning it\'s half-way between physical (the ones that, at least partly, reflect the sun) and chemical agents (that absorb the rays, which most sunscreens do). \xa0It is a new generation UV filter and, just like its sister, Trinosorb S, it is not available in the US.', 'It gives nice broad-spectrum coverage (280-400 nm, meaning UVB as well as UVA protecion) with peak protection at\xa0305 nm and 360 nm and it is highly photostable. It can also help to stabilize\xa0other less stable sunscreens, like Octinoxate\xa0and is generally happy to work together with other UV-filters.', 'Its hybrid nature means that it is organic like the chemical agents, but it is neither water nor oil soluble and works as a suspension of micro fine particles. If the small particles scare you, we have good news: the safety profile of Tinosorb M is great. It is not\xa0absorbed into the skin and unlike some other chemical sunscreens, it does not show estrogenic activity.']"
Tinosorb S,https://incidecoder.com/ingredients/bis-ethylhexyloxyphenol-methoxyphenyl-triazine,goodie,2,,,{'sunscreen': '/ingredient-functions/sunscreen'},,"[""Its INCI\xa0name is a\xa0bit of a mouthful, but Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine is worth recognizing it as it is\xa0one of the best sunscreen agents known today. Unfortunately, it's not FDA-approved so you will not find it in sunscreens coming from the US (not because it's not good, but because\xa0US regulations make it impossible for newer sunscreen agents to get approved), but it is widely available in other parts of the world like Europe, Australia or Asia."", ""It is a\xa0broad-spectrum (covers the whole UVB and UVA range, 280-400 nm) chemical sunscreen agent with peak protections at about 310 and 345 nm and unlike older UV filters, it's very photostable. It hardly\xa0deteriorates in the presence of UV light and it's also useful in stabilizing other less stable sunscreen agents, like the famous UVA protector, avobenzone."", ""It's a new generation sunscreen agent that was specifically designed for high SPF and good UVA protection\xa0and based on a 2007 study that compared 18 sunscreen agents available in the EU it really had the best SPF protection\xa0(they used the highest concentration allowed by EU regulations from each 18 sunscreens and Trinosorb S gave an SPF 20 all by itself)."", 'It is an oil-soluble, slightly yellowish powder that is not absorbed into the skin too much. This is good news for a sunscreen agent as it needs to be on the surface of the skin to do its job properly. Regarding Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine side effects, we have good news here as well: it\xa0has a great safety profile and unlike a couple of other chemical sunscreens, Trinosorb S (and M) does not show\xa0estrogenic activity.', 'Overall, we think Trinosorb S is one of the best sunscreen options available today.', 'Are you into sunscreen agents? We have shiny explanations\xa0(along with product lists) about others as well:']"
Titanium Dioxide,https://incidecoder.com/ingredients/titanium-dioxide,goodie,2,,,"{'sunscreen': '/ingredient-functions/sunscreen', 'colorant': '/ingredient-functions/colorant'}",,"['Titanium Dioxide is one of the two members of the elite sunscreen group called physical sunscreens (or inorganic sunscreens if you’re a science geek and want to be precise).', ""Traditionally, UV-filters are categorized as either chemical or physical. The big difference is supposed to be that chemical agents absorb UV-light while physical agents reflect it like a bunch of mini umbrellas on top of the\xa0skin. While this categorization is easy and logical\xa0it turns out it's not true. A recent, 2016 study shows that inorganic sunscreens work mostly by absorption, just like chemical filters, and only a little bit by reflection (they do reflect the light in the visible spectrum, but mostly absorb in the UV spectrum)."", ""Anyway, it doesn't matter if it reflects or absorbs, Titanium Dioxide is a pretty awesome sunscreen agent for two main reasons: it gives a nice broad spectrum coverage and it's highly stable. Its protection is very good between 290 - 350 nm (UVB and UVA II range), and less good\xa0at 350-400 nm (UVA I) range. Regular sized Titanium Dioxide also has a great safety\xa0profile, it's non-irritating and is pretty much free from any health concerns (like estrogenic effect worries with some chemical filters)."", 'The disadvantage of Titanium Dioxide is that it\'s not cosmetically elegant, meaning it\'s a white, ""unspreadable"" mess. Sunscreens containing\xa0Titanium Dioxide\xa0are often hard to spread on the skin and they leave a disturbing whitish\xa0tint. The cosmetic industry is, of course, really trying to solve this problem\xa0and the best solution so far is using nanoparticles. The itsy-bitsy Nano-sized particles improve\xa0both spreadability and reduce the whitish tint a lot, but unfortunately, it also introduces new health concerns.', 'The main concern\xa0with nanoparticles is that they are so tiny that they are absorbed\xa0into the skin more than we want them (ideally sunscreen should remain on the surface of the skin). Once absorbed they might form unwanted complexes with proteins and they might promote the formation of evil free radicals. But do not panic, these are concerns under investigation. A 2009 review article about the safety of nanoparticles summarizes this, ""to date, in-vivo and in-vitro studies have not demonstrated percutaneous penetration of nanosized particles in titanium dioxide and zinc oxide sunscreens"". The English translation is, so far it looks like sunscreens\xa0with nanoparticles\xa0do stay on the surface of the skin where they should be.', ""All in all,\xa0Titanium Dioxide is a famous sunscreen agent and for good reason, it gives broad spectrum UV protection (best at UVB and UVA II), it's highly stable, and it has a good safety profile. It's definitely one of the best UV-filter agents we have today, especially in the US where new-generation Tinosorb filters are not (yet) approved.""]"
