,name,link,category,rating,discription
436,coco caprylate/caprate,https://www.paulaschoice.com/ingredient-dictionary/emollients/coco-caprylate-caprate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Softening']",Good,"Coco caprylate/caprate is made by combining esters from coconut-derived fatty alcohol (the non-drying kind) with caprylic and capric acids, also from coconut. It may be plant-derived or synthetic--Paula’s Choice uses the natural form--and functions as a lightweight emollient. Along with providing emollient benefit, this ingredient can also help solubilize other cosmetic ingredients. It is considered safe as used in cosmetics. References for this information:  https://pubchem.ncbi.nlm.nih.gov/compound/133082067 https://www.cir-safety.org/sites/default/files/alkyl_esters.pdf"
437,coco-glucoside,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/coco-glucoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,A mixture of fatty alcohol from coconut and glucose. Chiefly functions as a cleansing agent. May be plant-derived or manufactured synthetically.
438,cocoglycerides,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/cocoglycerides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good,Used as an emollient and thickening agent in cosmetics.
439,coconut,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/coconut.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Cleansing Agents']",Good,"Has degreasing and cleansing properties, which is why detergent cleansing agents are frequently derived from coconut oil."
440,coconut acid,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/coconut-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"A natural mixture of fatty acid found in coconut oil. Coconut acid’s primary use in cosmetics is as a cleansing agent.  References for this information:International Journal of Toxicology, Supplement, May 2011, pages 5S-16S; and May 1986, pages 103-121"
441,coconut oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/coconut-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best,"Non-volatile, non-fragrant plant kernel oil whose high saturated fat content has emollient properties for skin.Coconut oil is a rich source of medium-chain fatty acids, also known as medium-chain triglycerides. Used by itself as a moisturizer, coconut oil’s effectiveness is similar to that of mineral oil.Oral consumption of virgin coconut oil has been shown to increase the antioxidant content of skin compared to olive and sunflower oils.Contrary to claims, coconut oil does not provide sufficient sun protection for skin. Research has shown it only screens about 20% of UV light before it can damage skin, which means 80% still gets through. Therefore, skipping regular, broad spectrum sunscreen in favor of coconut oil is putting your skin at risk for early signs of aging and other undesirable effects.For more information about coconut oil, see our article Coconut Oil for Skin.References for this information:International Journal of Dermatology, January 2014, pages 100-108Food & Function, September 2013, pages 1,402-1,409Pharmacognosy Review, July-December 2011, pages 164-173Skin Pharmacology and Physiology, June 2010, pages 290-297Dermatitis, November-December 2008, pages 308-315; and September 2004, pages 109-116"
442,cocos nucifera (coconut) fruit extract,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/cocos-nucifera-coconut-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Softening'],Best,"The extract of the fruit of the coconut tree, this ingredient is rich in skin-conditioning fatty acids, proteins, and complex B vitamins. References for this information:American Journal of Pharmacological Sciences, May 2017, pages 25-30Medicines, May 2016"
443,cocoyl proline,https://www.paulaschoice.com/ingredient-dictionary/hydration/cocoyl-proline.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Hydration'],Good,"A mixture of coconut fatty acids and the amino acid proline, this ingredient may be plant-derived or synthetic. It functions in cosmetics as a hydrator and conditioning agents. It’s considered safe as used in cosmetics.Reference for this information:https://www.cir-safety.org/sites/default/files/alkyl_amides_0.pdf"
444,Cocus nucifera,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cocus-nucifera.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best,
445,Codium tomentosum extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/codium-tomentosum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Texture Enhancer', 'Emollients']",Good,
446,coenzyme Q10,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/coenzyme-q10.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best,"Also known as ubiquinone, it is a vitamin-like, fat-soluble substance naturally present in the body. A handful of studies have shown that coenzyme Q10 (CoQ10) may help improve the appearance of signs of aging.There is also research showing that environmental factors deplete the presence of CoQ10 in the skin. The latest research suggests that topical application of CoQ10 has antioxidant and skin-soothing effects. As such, it is one of many helpful antioxidants for skin, but it is not the only one or the “best.""References for this information:>Biofactors, November 2015, pages 383-390Biofactors, September-October 2009, issue 5, pages 435–441Biofactors, 2008, issue 4, pages 237–243Journal of Cosmetic Dermatology, March 2006, issue 1, pages 30–38Biofactors, November 2005, issue 4, pages 179–185Journal of Investigative Dermatology, 2005, issue 4, pages 12–13Journal of Dermatological Science, August 2001, Supplement, pages 1–4


Back to Ingredient Dictionary




About the Experts
Paula Begoun is the best-selling author of 20 books about skincare and makeup. She is known worldwide as The Cosmetics Cop and creator of Paula’s Choice Skincare. Paula’s expertise has led to hundreds of appearances on national and international radio, print, and television including:
  
The Paula's Choice Research Team is dedicated to busting beauty myths and providing expert advice that solves your skincare frustrations so you can have the best skin of your life!



Latest Articles


null >>


What is Dehydrated Skin & How to Choose the Best Products >>


How Niacinamide Helps Skin >>


CBD Oil's Benefits for Skin: Can it Help With Acne, Anti-Aging, & Other Skin Issues? >>"
447,Coffea arabica (coffee) fruit extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/coffea-arabica-coffee-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"Derived from the fruit portion of the Coffea arabica plant, this ingredient is a very good antioxidant when applied to skin (and consumed orally in the popular beverage coffee). Among other antioxidants, coffee is a rich source of ferulic acid. On skin, the extract has been shown to reduce the occurrence of destructive enzymes that lead to signs of aging as well as help visibly repair signs of sun damage. References for this information: Journal of Photochemistry and Photobiology, September 2017, pages 323-332 Oxidative Medicine and Cellular Longevity, September 2015, ePublication Food and Chemical Toxicology, January 2011, pages 309-318"
448,Coffea arabica (coffee) seed oil,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/coffea-arabica-%28coffee%29-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"The concentrated oil from the coffee bean plant, which is green, not dark brown as this color doesn't occur until coffee beans are roasted. Research on this oil's effect on skin is intriguing. In vitro tests on skin samples and sections of human skin have shown topical application can help restore skin and contribute to a healthier, smoother look and feel. This non-fragrant plant oil also appears to stimulate pathways in skin that lead to greater moisture retention.Although that news is encouraging, at this point there's little research to go on. However, coffee seed extract and oil are a rich source of antioxidants whether consumed (as in beverages) or applied to skin. We're hopeful that ongoing research will reveal all forms of coffee to have benefits for skin.References for this information:Journal of Cosmetic Dermatology, March 2009, issue 1, pages 56-62"
449,Coffea arabica seed extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/coffea-arabica-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"Coffea arabica is the coffee plant, and there is research showing that coffee extract has antioxidant properties.Journal of Agricultural and Food Chemistry, June 2002, issue 13, pages 3751–3756"
450,Cola acuminata seed extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cola-acuminata-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average,
451,Coleus barbatus,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/coleus-barbatus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor,Member of the mint family and also known as forskolin; can aggravate skin.
452,collagen amino acids,https://www.paulaschoice.com/ingredient-dictionary/hydration/collagen-amino-acids.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Skin-Replenishing']",Good,"Collagen amino acids are made from the hydrolysis (breaking down with water) of protein, resulting in a high amount of a single amino acid, hydroxyproline, which serves to increase skin’s moisture levels and smoothness.References for this information:Clinical, Cosmetic, and Investigational Dermatology, February 2013, pages 43-49Amino Acids, June 2012, pages 2,481-2,489"
453,colloidal oatmeal,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/colloidal-oatmeal.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Soothing'],Best,"A form of oatmeal used in cosmetics and skincare products. It is produced by finely grinding oats, then boiling them. Research shows avenathramides, potent types of antioxidants found in oats (and colloidal oatmeal), can help soothe skin. A high concentration of beta-glucan and starches in colloidal oatmeal also mean it has water-binding properties and is an effective skin protectant. In fact, the United States Food & Drug Administration (FDA) categorizes colloidal oatmeal as a skin protectant, allowing it to be listed as an active ingredient on skincare products.References for this information: Food and Drug Administration. CFR – Code of Federal Regulations Title 21. [Internet] [Cited April 2016] Available from: http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfcfr/cfrsearch.cfm?fr=347.50Journal of Drugs in Dermatology, September 2010, issue 9, pages 1116-1120Journal of Drugs in Dermatology, February 2007, issue 2, pages 167-170"
454,colloidal silver,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/colloidal-silver.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Poor,Refers to ground-up silver suspended in solution.
455,comfrey extract,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/comfrey-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Sensitizing', 'Plant Extracts']",Poor,"Extract of a perennial herb that several studies have shown can have harmful properties when taken orally.
Topical application of comfrey has skin-soothing properties, but it is recommended only for short-term use and only then if you can be sure the amount of pyrrolizidine alkaloids is less than 100 micrograms per application—something that is impossible to determine without sophisticated testing equipment—making comfrey an ingredient to avoid. The alkaloid content means it has the potential to aggravate skin.
References for this information:
Chemical Research in Toxicology, November 2001, issue 11, pages 1546-1551"
